,account_wide,achievement_id,achievement_name,category_id,category_name,criteria_id,criteria_name,next_id,next_name
63,0.0,10087.0,You Gotta Keep 'em Separated,15231.0,Draenor Raid,44299,,,
64,0.0,10088.0,Wild Conquest,15279.0,Player vs. Player,44301,,,
65,0.0,10089.0,Wild Conquest,15279.0,Player vs. Player,44303,,,
66,0.0,1009.0,Knights of the Ebon Blade,14866.0,Wrath of the Lich King,6674,,,
67,0.0,10090.0,Warmongering Conquest,15279.0,Player vs. Player,44305,,,
68,0.0,10091.0,Warmongering Conquest,15279.0,Player vs. Player,44307,,,
69,0.0,10092.0,Wild Combatant,15279.0,Player vs. Player,44309,,,
70,0.0,10093.0,Wild Combatant,15279.0,Player vs. Player,44312,,,
71,0.0,10094.0,Warmongering Combatant,15270.0,Player vs. Player,44315,,,
72,0.0,10095.0,Warmongering Combatant,15270.0,Player vs. Player,44318,,,
73,0.0,10096.0,Wild Gladiator: Warlords Season 2,15270.0,Player vs. Player,,,,
74,0.0,10097.0,Warmongering Gladiator: Warlords Season 3,15270.0,Player vs. Player,,,,
75,0.0,10098.0,Gladiator: Warlords Season 2,15270.0,Player vs. Player,,,,
76,0.0,10099.0,Duelist: Warlords Season 2,15270.0,Player vs. Player,,,,
77,0.0,1010.0,Northrend Vanguard,14866.0,Wrath of the Lich King,7008,,,
78,0.0,10100.0,Rival: Warlords Season 2,15270.0,Player vs. Player,,,,
79,0.0,10101.0,Challenger: Warlords Season 2,15270.0,Player vs. Player,,,,
80,0.0,10102.0,Hero of the Alliance: Wild,15270.0,Player vs. Player,,,,
81,0.0,10103.0,Hero of the Horde: Wild,15270.0,Player vs. Player,,,,
82,0.0,10104.0,Soldier of the Alliance: Warlords Season 2,15270.0,Player vs. Player,,,,
83,0.0,10105.0,Soldier of the Horde: Warlords Season 2,15270.0,Player vs. Player,,,,
84,0.0,10106.0,Defender of the Alliance: Warlords Season 2,15270.0,Player vs. Player,,,,
85,0.0,10107.0,Defender of the Horde: Warlords Season 2,15270.0,Player vs. Player,,,,
86,0.0,10108.0,Guardian of the Alliance: Warlords Season 2,15270.0,Player vs. Player,,,,
87,0.0,10109.0,Guardian of the Horde: Warlords Season 2,15270.0,Player vs. Player,,,,
88,0.0,1011.0,The Winds of the North,14866.0,Wrath of the Lich King,4730,,,
89,0.0,10110.0,Gladiator: Warlords Season 3,15270.0,Player vs. Player,,,,
90,0.0,10111.0,Duelist: Warlords Season 3,15270.0,Player vs. Player,,,,
91,0.0,10112.0,Rival: Warlords Season 3,15270.0,Player vs. Player,,,,
92,0.0,10113.0,Challenger: Warlords Season 3,15270.0,Player vs. Player,,,,
93,0.0,10114.0,Hero of the Alliance: Warmongering,15270.0,Player vs. Player,,,,
94,0.0,10115.0,Hero of the Horde: Warmongering,15270.0,Player vs. Player,,,,
95,0.0,10116.0,Guardian of the Alliance: Warlords Season 3,15270.0,Player vs. Player,,,,
96,0.0,10117.0,Guardian of the Horde: Warlords Season 3,15270.0,Player vs. Player,,,,
97,0.0,10118.0,Defender of the Alliance: Warlords Season 3,15270.0,Player vs. Player,,,,
98,0.0,10119.0,Defender of the Horde: Warlords Season 3,15270.0,Player vs. Player,,,,
99,0.0,1012.0,The Winds of the North,14866.0,Wrath of the Lich King,8071,,,
100,0.0,10120.0,Soldier of the Alliance: Warlords Season 3,15270.0,Player vs. Player,,,,
101,0.0,10121.0,Soldier of the Horde: Warlords Season 3,15270.0,Player vs. Player,,,,
102,0.0,10137.0,Wild Gladiator's Felblood Gronnling,15269.0,Mounts,44361,,,
103,1.0,1014.0,35 Exalted Reputations,201.0,Reputation,76914,,1015,40 Exalted Reputations
104,0.0,10146.0,Warmongering Gladiator's Felblood Gronnling,15269.0,Mounts,44367,,,
105,0.0,10148.0,Chapter IV: Darkness Incarnate,15234.0,Legacy,44370,,,
106,1.0,10149.0,Glory of the Hellfire Raider,168.0,Dungeons & Raids,44494,,,
107,1.0,1015.0,40 Exalted Reputations,201.0,Reputation,76742,,5374,45 Exalted Reputations
108,0.0,10154.0,Naval Combat Expert,15303.0,Draenor Garrison,44512,,,
109,0.0,10155.0,Naval Siege Expert,15303.0,Draenor Garrison,44510,,,
110,0.0,10156.0,Naval Combat Specialist,15303.0,Draenor Garrison,44514,,10154,Naval Combat Expert
111,0.0,10159.0,Naval Treasure Specialist,15303.0,Draenor Garrison,44524,,10160,Naval Treasure Expert
112,0.0,10160.0,Naval Treasure Expert,15303.0,Draenor Garrison,44526,,,
113,0.0,10161.0,Naval Siege Specialist,15303.0,Draenor Garrison,44528,,10155,Naval Siege Expert
114,0.0,10162.0,Naval Training Specialist,15303.0,Draenor Garrison,43839,,10163,Naval Training Expert
115,0.0,10163.0,Naval Training Expert,15303.0,Draenor Garrison,43769,,,
116,1.0,10164.0,Master of the Seas,15303.0,Draenor Garrison,44530,,,
117,0.0,10165.0,Ironsides,15303.0,Draenor Garrison,44536,,,
118,1.0,10166.0,Naval Mechanics,15303.0,Draenor Garrison,44542,,,
119,0.0,10167.0,Exploring the High Seas,15303.0,Draenor Garrison,44812,,,
120,0.0,10168.0,Naval Armada,15303.0,Draenor Garrison,44604,,,
121,0.0,10169.0,Naval Fleet,15303.0,Draenor Garrison,44602,,10168,Naval Armada
122,1.0,1017.0,Can I Keep Him?,15118.0,Collect,22150,,15,Plenty of Pets
123,0.0,10170.0,Seaman,15303.0,Draenor Garrison,44606,,10255,Petty Officer
124,0.0,10172.0,Petty Officer,15303.0,Draenor Garrison,44608,,10173,Fleet Commander
125,0.0,10173.0,Fleet Commander,15303.0,Draenor Garrison,44610,,10174,Admiral
126,0.0,10174.0,Admiral,15303.0,Draenor Garrison,44612,,,
127,0.0,10175.0,Kazzak Guild Run,15244.0,Draenor Raid,44585,,,
128,0.0,10176.0,Mythic: Archimonde Guild Run,15244.0,Draenor Raid,44587,,,
129,0.0,10177.0,Set Sail!,15303.0,Draenor Garrison,44600,,10169,Naval Fleet
130,1.0,1020.0,Ten Tabards,15246.0,Collections,60636,,1021,Twenty-Five Tabards
131,1.0,1021.0,Twenty-Five Tabards,15246.0,Collections,60638,,5755,Thirty Tabards
132,0.0,1022.0,Flame Warden of Eastern Kingdoms,161.0,Midsummer,3948,,,
133,0.0,1023.0,Flame Warden of Kalimdor,161.0,Midsummer,103,,,
134,0.0,1024.0,Flame Warden of Outland,161.0,Midsummer,1821,,,
135,0.0,1025.0,Flame Keeper of Eastern Kingdoms,161.0,Midsummer,7316,,,
136,0.0,10253.0,Mythic: Gorefiend,15231.0,Draenor Raid,44750,,,
137,0.0,10255.0,Petty Officer,15303.0,Draenor Garrison,44810,,10275,Fleet Commander
138,0.0,10256.0,Charting a Course,15303.0,Draenor Garrison,44559,,10167,Exploring the High Seas
139,0.0,10258.0,Charting a Course,15303.0,Draenor Garrison,44819,,10307,Exploring the High Seas
140,0.0,10259.0,Jungle Hunter,15235.0,Draenor,44826,,10070,Jungle Stalker
141,0.0,1026.0,Flame Keeper of Kalimdor,161.0,Midsummer,12374,,,
142,0.0,10260.0,Explore Tanaan Jungle,15235.0,Draenor,44877,,,
143,0.0,10261.0,Jungle Treasure Hunter,15235.0,Draenor,44892,,10262,Jungle Treasure Master
144,0.0,10262.0,Jungle Treasure Master,15235.0,Draenor,44933,,,
145,1.0,10265.0,Rumble in the Jungle,15220.0,Draenor,45001,,,
146,0.0,1027.0,Flame Keeper of Outland,161.0,Midsummer,1830,,,
147,0.0,10275.0,Fleet Commander,15303.0,Draenor Garrison,45014,,10276,Admiral
148,0.0,10276.0,Admiral,15303.0,Draenor Garrison,45012,,,
149,0.0,1028.0,Extinguishing Eastern Kingdoms,161.0,Midsummer,1242,,,
150,0.0,1029.0,Extinguishing Kalimdor,161.0,Midsummer,7330,,,
151,0.0,1030.0,Extinguishing Outland,161.0,Midsummer,3925,,,
152,0.0,10307.0,Exploring the High Seas,15303.0,Draenor Garrison,45104,,,
153,1.0,10309.0,Collector's Edition: Zeradar,15268.0,Promotions,45080,,,
154,0.0,1031.0,Extinguishing Eastern Kingdoms,161.0,Midsummer,1256,,,
155,0.0,1032.0,Extinguishing Kalimdor,161.0,Midsummer,1435,,,
156,1.0,10320.0,Collector's Edition: Illidari Felstalker,15268.0,Promotions,45112,,,
157,1.0,10321.0,Collector's Edition: Nibbles,15268.0,Promotions,45115,,,
158,1.0,10322.0,Murkidan,15268.0,Promotions,45118,,,
159,0.0,1033.0,Extinguishing Outland,161.0,Midsummer,2029,,,
160,0.0,10334.0,Predator,81.0,Feats of Strength,45263,,,
161,1.0,10335.0,Did Someone Say...?,15274.0,Events,45273,,,
162,0.0,10337.0,Crashin' Thrashin' Flamer,15274.0,Events,45301,,,
163,1.0,1034.0,The Fires of Azeroth,161.0,Midsummer,4549,,,
164,0.0,10348.0,Master Treasure Hunter,15235.0,Draenor,45378,,9728,Grand Treasure Hunter
165,0.0,10349.0,Tanaan Diplomat,15232.0,Draenor,45688,,,
166,1.0,1035.0,Desecration of the Horde,161.0,Midsummer,2484,,,
167,0.0,10350.0,Tanaan Diplomat,15232.0,Draenor,45692,,,
168,1.0,10353.0,Iron Armada,156.0,Winter Veil,45702,,,
169,1.0,10354.0,Crashin' Thrashin' Commander,15247.0,Toy Box,45827,,11176,Remember to Share
170,1.0,10355.0,Lord of the Reins,15248.0,Mounts,45764,,12931,No Stable Big Enough
171,1.0,10356.0,Lord of the Reins,15248.0,Mounts,45766,,12932,No Stable Big Enough
172,1.0,1036.0,The Fires of Azeroth,161.0,Midsummer,515,,,
173,1.0,10365.0,A Frightening Friend,158.0,Hallow's End,45812,,,
174,1.0,1037.0,Desecration of the Alliance,161.0,Midsummer,5300,,,
175,1.0,1038.0,The Flame Warden,155.0,World Events,6199,,,
176,0.0,10380.0,Realm First! Archimonde,15093.0,Guild Feats of Strength,45898,,,
177,1.0,1039.0,The Flame Keeper,155.0,World Events,1623,,,
178,0.0,10398.0,Drum Circle,15252.0,Legion,46077,,,
179,0.0,1040.0,Rotten Hallow,158.0,Hallow's End,5735,,,
180,0.0,1041.0,Rotten Hallow,158.0,Hallow's End,7977,,,
181,0.0,10411.0,Helheim Hath No Fury,15254.0,Legion Dungeon,47173,,,
182,0.0,10412.0,Poor Unfortunate Souls,15254.0,Legion Dungeon,48380,,,
183,0.0,10413.0,Instant Karma,15254.0,Legion Dungeon,47165,,,
184,0.0,10456.0,But You Say He's Just a Friend,15254.0,Legion Dungeon,46583,,,
185,0.0,10457.0,Stay Salty,15254.0,Legion Dungeon,46591,,,
186,0.0,10458.0,Ready for Raiding V,15254.0,Legion Dungeon,46593,,,
187,0.0,10459.0,Improving on History,15304.0,Legion Class Hall,51773,,,
188,0.0,10460.0,Hidden Potential,15304.0,Legion Class Hall,51775,,,
189,0.0,10461.0,Fighting with Style: Classic,15304.0,Legion Class Hall,51987,,,
190,1.0,10537.0,Patron of War,15268.0,Promotions,56345,,,
191,0.0,10542.0,I Got What You Mead,15254.0,Legion Dungeon,47159,,,
192,0.0,10543.0,Surge Protector,15254.0,Legion Dungeon,47163,,,
193,0.0,10544.0,Stag Party,15254.0,Legion Dungeon,47169,,,
194,0.0,10553.0,You're Just Making It WORSE!,15254.0,Legion Dungeon,47207,,,
195,0.0,10554.0,I Made a Food!,15254.0,Legion Dungeon,47205,,,
196,0.0,10555.0,Buggy Fight,15255.0,Legion Raid,47209,,,
197,0.0,10561.0,Honorable Medallion,95.0,Player vs. Player,47301,,,
198,0.0,10575.0,Burning Bridges,15255.0,Legion Raid,47356,,,
199,0.0,10580.0,Heroic Skills to Pay the Bills,172.0,Professions,47565,,,
200,0.0,10581.0,Working the Isles,169.0,Professions,65874,,,
201,0.0,10582.0,Professional Legion Master,169.0,Professions,47586,,,
202,1.0,10583.0,Legion Master of All,169.0,Professions,65922,,,
203,0.0,10585.0,Fel-Smelter,169.0,Professions,47618,,,
204,0.0,10586.0,Mass Obliteration,169.0,Professions,47620,,,
205,0.0,10587.0,Hot Swapper,169.0,Professions,47622,,,
206,0.0,10588.0,The Shortest Distance,169.0,Professions,47624,,,
207,0.0,10589.0,Legion Cook,170.0,Cooking,47626,,,
208,0.0,10591.0,All Grown Up,170.0,Cooking,47658,,,
209,0.0,10592.0,Never A Day's Rest,170.0,Cooking,47660,,,
210,0.0,10593.0,Everything Tastes Better,170.0,Cooking,47684,,,
211,0.0,10594.0,Legion Fisherman,171.0,Fishing,47686,,,
212,0.0,10595.0,A Cast Above the Rest,171.0,Fishing,47690,,10596,Bigger Fish to Fry
213,0.0,10596.0,Bigger Fish to Fry,171.0,Fishing,47711,,,
214,0.0,10597.0,Legion Aquaculture,171.0,Fishing,47730,,,
215,0.0,10598.0,Fishing 'Round the Isles,171.0,Fishing,47738,,,
216,0.0,10599.0,Legion Medic,172.0,Professions,47774,,,
217,0.0,10600.0,Legion Archaeologist,15071.0,Archaeology,47780,,12761,Zandalari Archaeologist
218,0.0,10601.0,Surveying the Land,15071.0,Archaeology,47799,,10602,This Side Up
219,0.0,10602.0,This Side Up,15071.0,Archaeology,47813,,10603,A Keen Eye
220,0.0,10603.0,A Keen Eye,15071.0,Archaeology,47827,,,
221,0.0,10604.0,Legion Curator,15071.0,Archaeology,47841,,,
222,0.0,10605.0,Handle With Care,15071.0,Archaeology,47857,,,
223,0.0,10606.0,The Dwarven Dream,15071.0,Archaeology,47873,,,
224,0.0,10607.0,Getting Your Hands Dirty,15071.0,Archaeology,47875,,10608,Sifting Through the Sand
225,0.0,10608.0,Sifting Through the Sand,15071.0,Archaeology,47877,,10609,No Stone Unturned
226,0.0,10609.0,No Stone Unturned,15071.0,Archaeology,47879,,,
227,0.0,10610.0,Waiting for Gerdo,15254.0,Legion Dungeon,48196,,,
228,0.0,10611.0,Dropping Some Eaves,15254.0,Legion Dungeon,49604,,,
229,0.0,10617.0,Nightfallen But Not Forgotten,15252.0,Legion,48103,,,
230,1.0,10626.0,Zoom!,15252.0,Legion,48216,,,
231,0.0,10627.0,Going Up,15257.0,Legion,48278,,,
232,1.0,10657.0,Fledgling Hero of Warcraft,15268.0,Promotions,48441,,,
233,0.0,10663.0,Imagined Dragons World Tour,15255.0,Legion Raid,48566,,,
234,0.0,10665.0,Explore Azsuna,15257.0,Legion,48630,,,
235,0.0,10666.0,Explore Val'sharah,15257.0,Legion,48646,,,
236,0.0,10667.0,Explore Highmountain,15257.0,Legion,48662,,,
237,0.0,10668.0,Explore Stormheim,15257.0,Legion,48678,,,
238,0.0,10669.0,Explore Suramar,15257.0,Legion,48694,,,
239,0.0,10671.0,Level 110,92.0,Character,48713,,12544,Level 120
240,1.0,10672.0,Broken Isles Diplomat,15258.0,Legion,48715,,,
241,0.0,10678.0,Cage Rematch,15255.0,Legion Raid,48806,,,
242,0.0,10679.0,I Ain't Even Cold,15254.0,Legion Dungeon,48847,,,
243,0.0,10680.0,Who's Afraid of the Dark?,15254.0,Legion Dungeon,48849,,,
244,1.0,10681.0,Fashionista: Head,15259.0,Appearances,48856,,,
245,1.0,10682.0,Fashionista: Chest,15259.0,Appearances,48858,,,
246,1.0,10684.0,Fashionista: Legs,15259.0,Appearances,48872,,,
247,1.0,10685.0,Fashionista: Feet,15259.0,Appearances,48874,,,
248,1.0,10686.0,Fashionista: Waist,15259.0,Appearances,48876,,,
249,1.0,10687.0,Fashionista: Back,15259.0,Appearances,48878,,,
250,1.0,10688.0,Fashionista: Wrist,15259.0,Appearances,48880,,,
251,1.0,10689.0,Fashionista: Weapon & Off-Hand,15259.0,Appearances,48882,,,
252,1.0,10690.0,Fashionista: Tabard,15259.0,Appearances,48885,,,
253,1.0,10691.0,Fashionista: Shirt,15259.0,Appearances,48887,,,
254,1.0,10692.0,Fashionista: Shoulder,15259.0,Appearances,48889,,,
255,1.0,10693.0,Fashionista: Hand,15259.0,Appearances,48891,,,
256,1.0,10694.0,Fabulous,15259.0,Appearances,48893,,,
257,0.0,10696.0,I've Got My Eyes On You,15255.0,Legion Raid,48931,,,
258,0.0,10697.0,Grand Opening,15255.0,Legion Raid,48964,,,
259,0.0,10698.0,That's Val'sharah Folks!,15252.0,Legion,48968,,,
260,0.0,10699.0,Infinitesimal,15255.0,Legion Raid,48989,,,
261,0.0,10704.0,Not For You,15255.0,Legion Raid,49029,,,
262,0.0,10706.0,Training the Troops,15304.0,Legion Class Hall,49035,,11212,Raise an Army
263,0.0,10707.0,"A Specter, Illuminated",15254.0,Legion Dungeon,49067,,,
264,0.0,10709.0,You Used to Scrawl Me In Your Fel Tome,15254.0,Legion Dungeon,50230,,,
265,0.0,10710.0,Black Rook Moan,15254.0,Legion Dungeon,52306,,,
266,0.0,10711.0,Adds? More Like Bads,15254.0,Legion Dungeon,52304,,,
267,0.0,10722.0,The Wish Remover,171.0,Fishing,49182,,,
268,0.0,10741.0,WoW's 12th Anniversary,15274.0,Events,49489,,,
269,0.0,10742.0,Gluten Free,15255.0,Legion Raid,49502,,,
270,0.0,10743.0,The Prestige,15304.0,Legion Class Hall,49504,,,
271,0.0,10745.0,The Prestige,15304.0,Legion Class Hall,49506,,,
272,0.0,10746.0,Forged for Battle,15304.0,Legion Class Hall,49542,,,
273,0.0,10747.0,Fighting with Style: Upgraded,15304.0,Legion Class Hall,51992,,,
274,0.0,10748.0,Fighting with Style: Valorous,15304.0,Legion Class Hall,51997,,,
275,0.0,10749.0,Fighting with Style: War-torn,15304.0,Legion Class Hall,51922,,,
276,0.0,10750.0,Fighting with Style: Hidden,15304.0,Legion Class Hall,55245,,,
277,0.0,10751.0,Brr... It's Cold in Here,15274.0,Events,49553,,,
278,0.0,10753.0,Scare Bear,15255.0,Legion Raid,51067,,,
279,0.0,10754.0,Fruit of All Evil,15255.0,Legion Raid,49725,,,
280,0.0,10755.0,I Attack the Darkness,15255.0,Legion Raid,49729,,,
281,0.0,10756.0,Leyline Bling,15252.0,Legion,49749,,,
282,0.0,10761.0,Resourceful,169.0,Professions,49815,,,
283,0.0,10762.0,The Legion Menu,170.0,Cooking,50012,,,
284,0.0,10763.0,Azsuna Matata,15252.0,Legion,50075,,,
285,0.0,10764.0,Brokenly Superior,15234.0,Legacy,,,,
286,0.0,10765.0,Brokenly Epic,15234.0,Legacy,,,,
287,0.0,10766.0,Egg-cellent!,15254.0,Legion Dungeon,50117,,,
288,0.0,10769.0,Burning Down the House,15254.0,Legion Dungeon,50206,,,
289,0.0,10770.0,The Tangerine Traveler,15246.0,Collections,50208,,,
290,0.0,10771.0,Webbing Crashers,15255.0,Legion Raid,50213,,,
291,0.0,10772.0,Use the Force(s),15255.0,Legion Raid,50215,,,
292,0.0,10773.0,Arcanic Cling,15254.0,Legion Dungeon,50253,,,
293,0.0,10774.0,Hatchling of the Talon,15252.0,Legion,50237,,,
294,0.0,10775.0,Clean House,15254.0,Legion Dungeon,50251,,,
295,0.0,10776.0,No Time to Waste,15254.0,Legion Dungeon,50249,,,
296,0.0,10778.0,The Nightfallen,15258.0,Legion,50247,,,
297,0.0,10780.0,Eye of Azshara,15254.0,Legion Dungeon,50261,,10781,Heroic: Eye of Azshara
298,0.0,10781.0,Heroic: Eye of Azshara,15254.0,Legion Dungeon,50263,,10782,Mythic: Eye of Azshara
299,0.0,10782.0,Mythic: Eye of Azshara,15254.0,Legion Dungeon,50265,,,
300,0.0,10783.0,Darkheart Thicket,15254.0,Legion Dungeon,50267,,10784,Heroic: Darkheart Thicket
301,0.0,10784.0,Heroic: Darkheart Thicket,15254.0,Legion Dungeon,50269,,10785,Mythic: Darkheart Thicket
302,0.0,10785.0,Mythic: Darkheart Thicket,15254.0,Legion Dungeon,50271,,,
303,0.0,10786.0,Halls of Valor,15254.0,Legion Dungeon,50276,,10788,Heroic: Halls of Valor
304,0.0,10788.0,Heroic: Halls of Valor,15254.0,Legion Dungeon,50278,,10789,Mythic: Halls of Valor
305,0.0,10789.0,Mythic: Halls of Valor,15254.0,Legion Dungeon,50280,,,
306,0.0,10790.0,"Vrykul Story, Bro",15252.0,Legion,50290,,,
307,0.0,10793.0,What a Ripoff!,15252.0,Legion,50305,,,
308,0.0,10795.0,Neltharion's Lair,15254.0,Legion Dungeon,50307,,10796,Heroic: Neltharion's Lair
309,0.0,10796.0,Heroic: Neltharion's Lair,15254.0,Legion Dungeon,50309,,10797,Mythic: Neltharion's Lair
310,0.0,10797.0,Mythic: Neltharion's Lair,15254.0,Legion Dungeon,50311,,,
311,0.0,10798.0,Assault on Violet Hold,15254.0,Legion Dungeon,50313,,10799,Heroic: Assault on Violet Hold
312,0.0,10799.0,Heroic: Assault on Violet Hold,15254.0,Legion Dungeon,50316,,10800,Mythic: Assault on Violet Hold
313,0.0,10800.0,Mythic: Assault on Violet Hold,15254.0,Legion Dungeon,50319,,,
314,0.0,10801.0,Vault of the Wardens,15254.0,Legion Dungeon,50322,,10802,Heroic: Vault of the Wardens
315,0.0,10802.0,Heroic: Vault of the Wardens,15254.0,Legion Dungeon,50324,,10803,Mythic: Vault of the Wardens
316,0.0,10803.0,Mythic: Vault of the Wardens,15254.0,Legion Dungeon,50326,,,
317,0.0,10804.0,Black Rook Hold,15254.0,Legion Dungeon,50328,,10805,Heroic: Black Rook Hold
318,0.0,10805.0,Heroic: Black Rook Hold,15254.0,Legion Dungeon,50330,,10806,Mythic: Black Rook Hold
319,0.0,10806.0,Mythic: Black Rook Hold,15254.0,Legion Dungeon,50332,,,
320,0.0,10807.0,Maw of Souls,15254.0,Legion Dungeon,50334,,10808,Heroic: Maw of Souls
321,0.0,10808.0,Heroic: Maw of Souls,15254.0,Legion Dungeon,50336,,10809,Mythic: Maw of Souls
322,0.0,10809.0,Mythic: Maw of Souls,15254.0,Legion Dungeon,50338,,,
323,0.0,10813.0,Mythic: The Arcway,15254.0,Legion Dungeon,50346,,,
324,0.0,10816.0,Mythic: Court of Stars,15254.0,Legion Dungeon,50350,,,
325,0.0,10817.0,A Change In Scenery,15255.0,Legion Raid,50356,,,
326,0.0,10818.0,Darkbough,15255.0,Legion Raid,50361,,,
327,0.0,10819.0,Tormented Guardians,15255.0,Legion Raid,50365,,,
328,0.0,10820.0,Rift of Aln,15255.0,Legion Raid,50369,,,
329,0.0,10821.0,Mythic: Nythendra,15255.0,Legion Raid,50371,,,
330,0.0,10822.0,Mythic: Elerethe Renferal,15255.0,Legion Raid,50373,,,
