,Unnamed: 0,account_wide,achievement_id,achievement_name,category_id,category_name,criteria_id,criteria_name,description,next_id,next_name,include
3909,3909,0.0,12828.0,What's in the Box?,15286.0,Battle Raid,67863.0,,Defeat Zek'voz in Uldir after exposing the Puzzle Box of Yogg-Saron to the Projection of Yogg-Saron on Normal difficulty or higher.,,,1
3910,3910,0.0,12830.0,Edgelords,15286.0,Battle Raid,67811.0,,"Defeat Zul, Reborn in Uldir without any player stepping onto the inner ring of the Oblivion Door on Normal difficulty or higher.",,,1
3911,3911,0.0,12831.0,Freehold,15285.0,Battle Dungeon,67817.0,,Defeat Harlan Sweete in Freehold.,12832.0,Heroic: Freehold,1
3912,3912,0.0,12832.0,Heroic: Freehold,15285.0,Battle Dungeon,67819.0,,Defeat Harlan Sweete in Freehold on Heroic difficulty or higher.,12999.0,Mythic: Freehold Guild Run,1
3913,3913,0.0,12833.0,Mythic: Freehold,15285.0,Battle Dungeon,67821.0,,Defeat Harlan Sweete in Freehold on Mythic difficulty.,,,1
3914,3914,0.0,12835.0,Shrine of the Storm,15285.0,Battle Dungeon,67823.0,,Defeat Vol'zith the Whisperer in Shrine of the Storm.,12837.0,Heroic: Shrine of the Storm,1
3915,3915,0.0,12836.0,Existential Crisis,15286.0,Battle Raid,67831.0,,Defeat Mythrax the Unraveler in Uldir with no player touching an Existence Fragment spawned by another player on Normal difficulty or higher.,,,1
3916,3916,0.0,12837.0,Heroic: Shrine of the Storm,15285.0,Battle Dungeon,67825.0,,Defeat Vol'zith the Whisperer in Shrine of the Storm on Heroic difficulty or higher.,13001.0,Mythic: Shrine of the Storm Guild Run,1
3917,3917,0.0,12838.0,Mythic: Shrine of the Storm,15285.0,Battle Dungeon,67827.0,,Defeat Vol'zith the Whisperer in Shrine of the Storm on Mythic difficulty.,,,1
3918,3918,0.0,12840.0,Tol Dagor,15285.0,Battle Dungeon,67829.0,,Defeat Overseer Korgus in Tol Dagor.,12841.0,Heroic: Tol Dagor,1
3919,3919,0.0,12841.0,Heroic: Tol Dagor,15285.0,Battle Dungeon,67833.0,,Defeat Overseer Korgus in Tol Dagor on Heroic difficulty or higher.,13005.0,Mythic: Tol Dagor Guild Run,1
3920,3920,0.0,12842.0,Mythic: Tol Dagor,15285.0,Battle Dungeon,67835.0,,Defeat Overseer Korgus in Tol Dagor on Mythic difficulty.,,,1
3921,3921,0.0,12844.0,The MOTHERLODE!!,15285.0,Battle Dungeon,67853.0,,Defeat Mogul Razdunk in The MOTHERLODE!!,12845.0,Heroic: The MOTHERLODE!!,1
3922,3922,0.0,12845.0,Heroic: The MOTHERLODE!!,15285.0,Battle Dungeon,67855.0,,Defeat Mogul Razdunk in The MOTHERLODE!! on Heroic difficulty or higher.,13006.0,Mythic: The MOTHERLODE!! Guild Run,1
3923,3923,0.0,12846.0,Mythic: The MOTHERLODE!!,15285.0,Battle Dungeon,67857.0,,Defeat Mogul Razdunk in The MOTHERLODE!! on Mythic difficulty.,,,1
3924,3924,0.0,12847.0,Siege of Boralus,15285.0,Battle Dungeon,67861.0,,Defeat Viq'goth in Siege of Boralus on Mythic difficulty.,,,1
3925,3925,0.0,12848.0,Kings' Rest,15285.0,Battle Dungeon,67864.0,,Defeat Dazar in Kings' Rest on Mythic difficulty.,,,1
3931,3931,0.0,12854.0,Ready for Raiding VI,15285.0,Battle Dungeon,69671.0,,"Defeat Mogul Razdunk without being struck by Gatling Gun, Micro Missiles, Big Red Rocket, or a direct hit from Drill Smash in The MOTHERLODE!! on Mythic difficulty.",,,1
3932,3932,0.0,12855.0,Pitch Invasion,15285.0,Battle Dungeon,68023.0,,Defeat the Coin-Operated Crowd Pummeler after defeating Ledley the Bold in The MOTHERLODE!! on Mythic difficulty.,,,1
3940,3940,0.0,12867.0,Azeroth at War: The Barrens,15308.0,War Effort,68067.0,,Complete the following missions listed below:,,,1
3941,3941,0.0,12869.0,Azeroth at War: After Lordaeron,15308.0,War Effort,68221.0,,Complete the following missions listed below:,,,1
3942,3942,0.0,12870.0,Azeroth at War: Kalimdor on Fire,15308.0,War Effort,68082.0,,Complete the following missions listed below:,,,1
3943,3943,0.0,12872.0,The Dirty Five,15308.0,War Effort,68084.0,,Raise 5 War Campaign Champions to Epic Level.,,,1
3944,3944,0.0,12873.0,War is Hell,15308.0,War Effort,68085.0,,Complete the Battle for Stromgarde.,,,1
3945,3945,0.0,12874.0,An Eventful Battle,15308.0,War Effort,68088.0,,Complete the following random events in the Battle for Stromgarde:,,,1
3946,3946,0.0,12876.0,Strike Fast,15308.0,War Effort,68092.0,,Capture every location in the Battle for Stromgarde.,,,1
3947,3947,0.0,12877.0,Strike Hard,15308.0,War Effort,68093.0,,Capture a location in the Battle for Stromgarde.,12876.0,Strike Fast,1
3948,3948,0.0,12878.0,Leader of Troops,15308.0,War Effort,68094.0,,Recruit one of every troop type in the Battle for Stromgarde.,,,1
3949,3949,0.0,12879.0,Tour of War,15308.0,War Effort,68095.0,,Defeat the following enemy commanders in the Battle for Stromgarde:,,,1
3950,3950,0.0,12881.0,War is Hell,15308.0,War Effort,68089.0,,Complete the Battle for Stromgarde.,,,1
3951,3951,0.0,12884.0,Leader of Troops,15308.0,War Effort,68116.0,,Recruit one of every troop type in the Battle for Stromgarde.,,,1
3952,3952,0.0,12886.0,Tour of War,15308.0,War Effort,68142.0,,Defeat the following enemy commanders in the Battle for Stromgarde:,,,1
3953,3953,0.0,12888.0,Strike Hard,15308.0,War Effort,68162.0,,Capture a location in the Battle for Stromgarde.,12889.0,Strike Fast,1
3954,3954,0.0,12889.0,Strike Fast,15308.0,War Effort,68170.0,,Capture every location in the Battle for Stromgarde.,,,1
3956,3956,0.0,12896.0,Azeroth at War: The Barrens,15308.0,War Effort,68081.0,,Complete the following missions listed below:,,,1
3957,3957,0.0,12898.0,Azeroth at War: After Lordaeron,15308.0,War Effort,68235.0,,Complete the following missions listed below:,,,1
3958,3958,0.0,12899.0,Azeroth at War: Kalimdor on Fire,15308.0,War Effort,68249.0,,Complete the following missions listed below:,,,1
3959,3959,0.0,12918.0,Have a Heart,15417.0,Heart of Azeroth,68313.0,,Obtain the Heart of Azeroth.,,,1
3960,3960,0.0,12927.0,Polished Pet Charmer,15117.0,Pet Battles,68333.0,,Earn 500 Polished Pet Charms.,,,1
3961,3961,0.0,12937.0,Elevator Music,15286.0,Battle Raid,68995.0,,Defeat Taloc in Uldir after activating all Orbs of Harmony on Normal Difficulty or higher.,,,1
3962,3962,0.0,12938.0,Parental Controls,15286.0,Battle Raid,70707.0,,Defeat MOTHER in Uldir after entering her secret passcode on Normal difficulty or higher.,,,1
3988,3988,0.0,12998.0,That Sweete Booty,15285.0,Battle Dungeon,70748.0,,Defeat Harlan Sweete after destroying three Chests o' Booty in Freehold on Mythic Difficulty.,,,1
3989,3989,0.0,12999.0,Mythic: Freehold Guild Run,15299.0,Battle Dungeon,68528.0,,Defeat Harlan Sweete in Freehold on Mythic difficulty while in a guild group.,,,1
3990,3990,0.0,13000.0,Mythic: Waycrest Manor Guild Run,15299.0,Battle Dungeon,68530.0,,Defeat Gorak Tul in Waycrest Manor on Mythic difficulty while in a guild group.,,,1
3991,3991,0.0,13001.0,Mythic: Shrine of the Storm Guild Run,15299.0,Battle Dungeon,68532.0,,Defeat Vol'zith the Whisperer in Shrine of the Storm on Mythic difficulty while in a guild group.,,,1
3992,3992,0.0,13002.0,Mythic: Atal'Dazar Guild Run,15299.0,Battle Dungeon,68534.0,,Defeat Yazma in Atal'Dazar on Mythic difficulty while in a guild group.,,,1
3993,3993,0.0,13003.0,Mythic: Underrot Guild Run,15299.0,Battle Dungeon,68536.0,,Defeat the Unbound Abomination in Underrot on Mythic difficulty while in a guild group.,,,1
3994,3994,0.0,13004.0,Mythic: The Temple of Sethraliss Guild Run,15299.0,Battle Dungeon,68538.0,,Restore the Avatar of Sethraliss in the Temple of Sethraliss on Mythic difficulty while in a guild group.,,,1
3995,3995,0.0,13005.0,Mythic: Tol Dagor Guild Run,15299.0,Battle Dungeon,68540.0,,Defeat Overseer Korgus in Tol Dagor on Mythic difficulty while in a guild group.,,,1
3996,3996,0.0,13006.0,Mythic: The MOTHERLODE!! Guild Run,15299.0,Battle Dungeon,68542.0,,Defeat Mogul Razdunk in The MOTHERLODE!! on Mythic difficulty while in a guild group.,,,1
3997,3997,0.0,13007.0,Siege of Boralus Guild Run,15299.0,Battle Dungeon,68544.0,,Defeat Viq'goth in Siege of Boralus while in a guild group.,,,1
3998,3998,0.0,13008.0,Kings' Rest Guild Run,15299.0,Battle Dungeon,68546.0,,Defeat Dazar in Kings' Rest while in a guild group.,,,1
4000,4000,0.0,13010.0,Mythic: G'huun Guild Run,15300.0,Battle Raid,68554.0,,Defeat G'huun in Uldir on Mythic difficulty while in a guild group.,,,1
4041,4041,0.0,13075.0,Battle for Azeroth Keymaster,15285.0,Battle Dungeon,68770.0,,Complete the following Battle for Azeroth dungeons using a Mythic Keystone:,,,1
4050,4050,0.0,13095.0,Dread Chain,15307.0,Island Expeditions,69248.0,,Achieve victory in an expedition to Dread Chain on any difficulty.,13096.0,Heroic: Dread Chain,1
4051,4051,0.0,13096.0,Heroic: Dread Chain,15307.0,Island Expeditions,69246.0,,Achieve victory in an expedition to Dread Chain on Heroic difficulty or higher.,13097.0,Mythic: Dread Chain,1
4052,4052,0.0,13097.0,Mythic: Dread Chain,15307.0,Island Expeditions,69244.0,,Achieve victory in an expedition to Dread Chain on Mythic difficulty.,,,1
4053,4053,0.0,13098.0,Bane of the Chain,15307.0,Island Expeditions,69242.0,,Achieve victory in an expedition to Dread Chain in PvP.,,,1
4054,4054,0.0,13099.0,Molten Cay,15307.0,Island Expeditions,69224.0,,Achieve victory in an expedition to Molten Cay on any difficulty.,13100.0,Heroic: Molten Cay,1
4055,4055,0.0,13100.0,Heroic: Molten Cay,15307.0,Island Expeditions,69228.0,,Achieve victory in an expedition to Molten Cay on Heroic difficulty or higher.,13101.0,Mythic: Molten Cay,1
4056,4056,0.0,13101.0,Mythic: Molten Cay,15307.0,Island Expeditions,69230.0,,Achieve victory in an expedition to Molten Cay on Mythic difficulty.,,,1
4057,4057,0.0,13102.0,Clash at the Cay,15307.0,Island Expeditions,69232.0,,Achieve victory in an expedition to Molten Cay in PvP.,,,1
4058,4058,0.0,13103.0,Rotting Mire,15307.0,Island Expeditions,69256.0,,Achieve victory in an expedition to Rotting Mire on any difficulty.,13104.0,Heroic: Rotting Mire,1
4059,4059,0.0,13104.0,Heroic: Rotting Mire,15307.0,Island Expeditions,69254.0,,Achieve victory in an expedition to Rotting Mire on Heroic difficulty or higher.,13105.0,Mythic: Rotting Mire,1
4060,4060,0.0,13105.0,Mythic: Rotting Mire,15307.0,Island Expeditions,69252.0,,Achieve victory in an expedition to Rotting Mire on Mythic difficulty.,,,1
4061,4061,0.0,13106.0,Mire Marauder,15307.0,Island Expeditions,69250.0,,Achieve victory in an expedition to Rotting Mire in PvP.,,,1
4062,4062,0.0,13107.0,Skittering Hollow,15307.0,Island Expeditions,69240.0,,Achieve victory in an expedition to Skittering Hollow on any difficulty.,13108.0,Heroic: Skittering Hollow,1
4063,4063,0.0,13108.0,Heroic: Skittering Hollow,15307.0,Island Expeditions,69238.0,,Achieve victory in an expedition to Skittering Hollow on Heroic difficulty or higher.,13109.0,Mythic: Skittering Hollow,1
4064,4064,0.0,13109.0,Mythic: Skittering Hollow,15307.0,Island Expeditions,69236.0,,Achieve victory in an expedition to Skittering Hollow on Mythic difficulty.,,,1
4065,4065,0.0,13110.0,Skittering Smashed,15307.0,Island Expeditions,69234.0,,Achieve victory in an expedition to Skittering Hollow in PvP.,,,1
4066,4066,0.0,13111.0,Verdant Wilds,15307.0,Island Expeditions,69264.0,,Achieve victory in an expedition to Verdant Wilds on any difficulty.,13112.0,Heroic: Verdant Wilds,1
4067,4067,0.0,13112.0,Heroic: Verdant Wilds,15307.0,Island Expeditions,69262.0,,Achieve victory in an expedition to Verdant Wilds on Heroic difficulty or higher.,13113.0,Mythic: Verdant Wilds,1
4068,4068,0.0,13113.0,Mythic: Verdant Wilds,15307.0,Island Expeditions,69260.0,,Achieve victory in an expedition to Verdant Wilds on Mythic difficulty.,,,1
4069,4069,0.0,13114.0,War for the Wilds,15307.0,Island Expeditions,69258.0,,Achieve victory in an expedition to Verdant Wilds in PvP.,,,1
4070,4070,0.0,13115.0,Reef Madness,15307.0,Island Expeditions,69266.0,,Achieve victory in an expedition to Whispering Reef in PvP.,,,1
4071,4071,0.0,13116.0,Mythic: Whispering Reef,15307.0,Island Expeditions,69268.0,,Achieve victory in an expedition to Whispering Reef on Mythic difficulty.,,,1
4072,4072,0.0,13118.0,Heroic: Whispering Reef,15307.0,Island Expeditions,69270.0,,Achieve victory in an expedition to Whispering Reef on Heroic difficulty or higher.,13116.0,Mythic: Whispering Reef,1
4073,4073,0.0,13119.0,Whispering Reef,15307.0,Island Expeditions,69272.0,,Achieve victory in an expedition to Whispering Reef on any difficulty.,13118.0,Heroic: Whispering Reef,1
4074,4074,0.0,13120.0,Blood in the Water,15307.0,Island Expeditions,69280.0,,Win 20 Island Expeditions in PvP.,13121.0,Notorious,1
4075,4075,0.0,13121.0,Notorious,15307.0,Island Expeditions,69282.0,,Win 50 Island Expeditions in PvP.,,,1
4076,4076,0.0,13123.0,My Dubs,15307.0,Island Expeditions,69313.0,,Loot 10 Seafarer's Dubloons.,13124.0,Metal Detector,1
4077,4077,0.0,13124.0,Metal Detector,15307.0,Island Expeditions,69315.0,,Loot 100 Seafarer's Dubloons.,,,1
4078,4078,0.0,13126.0,Give Me The Energy,15307.0,Island Expeditions,69319.0,,Collect 30 globes of Azerite Energy on Island Expeditions.,,,1
4079,4079,0.0,13129.0,Sucker Punch,15307.0,Island Expeditions,69377.0,,Kill a player that is affected by a Sticky Starfish on Island Expeditions.,,,1
4080,4080,0.0,13133.0,Team Deathmatch,15307.0,Island Expeditions,69415.0,,Slay all of the Horde champions listed below.,,,1
4081,4081,0.0,13135.0,Team Deathmatch,15307.0,Island Expeditions,69434.0,,Slay all of the Alliance champions listed below.,,,1
4082,4082,0.0,13142.0,Archipelago Explorer,15307.0,Island Expeditions,69663.0,,Complete expeditions to five different islands.,,,1
4103,4103,0.0,13286.0,Siege of Dazar'alor,15286.0,Battle Raid,72114.0,,Defeat the following bosses in the Battle of Dazar'alor.,,,1
4104,4104,0.0,13287.0,Empire's Fall,15286.0,Battle Raid,72118.0,,Defeat the following bosses in the Battle of Dazar'alor.,,,1
4105,4105,0.0,13288.0,Might of the Alliance,15286.0,Battle Raid,72122.0,,Witness the retelling of your allies' valiant efforts in the Battle of Dazar'alor.,,,1
4106,4106,0.0,13289.0,Defense of Dazar'alor,15286.0,Battle Raid,72126.0,,Defeat the following bosses in the Battle of Dazar'alor.,,,1
4107,4107,0.0,13290.0,Death's Bargain,15286.0,Battle Raid,72130.0,,Witness the retelling of your allies' heroic efforts in the Battle of Dazar'alor.,,,1
4108,4108,0.0,13291.0,Victory or Death,15286.0,Battle Raid,72134.0,,Defeat the following bosses in the Battle of Dazar'alor.,,,1
4109,4109,0.0,13292.0,Mythic: Champion of the Light,15286.0,Battle Raid,72138.0,,Defeat the Champion of the Light in Battle of Dazar'alor on Mythic difficulty.,,,1
4110,4110,0.0,13293.0,Mythic: Grong,15286.0,Battle Raid,72140.0,,Defeat Grong in Battle of Dazar'alor on Mythic difficulty.,,,1
4111,4111,0.0,13295.0,Mythic: Jadefire Masters,15286.0,Battle Raid,72154.0,,"Defeat Mestrah, the illuminated and Manceroy Flamefist in Battle of Dazar'alor on Mythic difficulty.",,,1
4112,4112,0.0,13296.0,War for the Shore,15308.0,War Effort,72152.0,,Complete the Battle for Darkshore.,,,1
4113,4113,0.0,13297.0,War for the Shore,15308.0,War Effort,72156.0,,Complete the Battle for Darkshore.,,,1
4114,4114,0.0,13298.0,Mythic: Jadefire Masters,15286.0,Battle Raid,72158.0,,Defeat Ma'ra Grimfang and Anathos Firecaller in Battle of Dazar'alor on Mythic difficulty.,,,1
4115,4115,0.0,13299.0,Mythic: Opulence,15286.0,Battle Raid,72160.0,,Defeat Opulence in Battle of Dazar'alor on Mythic difficulty.,,,1
4116,4116,0.0,13300.0,Mythic: Conclave of the Chosen,15286.0,Battle Raid,72162.0,,Defeat Conclave of the Chosen in Battle of Dazar'alor on Mythic difficulty.,,,1
4117,4117,0.0,13301.0,Under Cover of Darkness,15308.0,War Effort,72164.0,,Capture a location in the Battle for Darkshore.,13306.0,Night Moves,1
4118,4118,0.0,13302.0,Under Cover of Darkness,15308.0,War Effort,72172.0,,Capture a location in the Battle for Darkshore.,13305.0,Night Moves,1
4119,4119,0.0,13305.0,Night Moves,15308.0,War Effort,72180.0,,Capture every location in the Battle for Darkshore.,,,1
4120,4120,0.0,13306.0,Night Moves,15308.0,War Effort,72188.0,,Capture every location in the Battle for Darkshore.,,,1
